Sample,Organism-name,Strain,BioSample,BioProject,Group,SubGroup,Assembly,Size,GC.,Replicons,WGS,Scaffolds,Genes,Proteins,Release.Date,Cas_genes,Level,GenBank.FTP,crispr,spacers,cas,IE,IF,IC,other/FP,type_other,Cas_genes,acrIE,acrIF,Acr_genes_hom,nb_hits_hom,nb_other_hom,gbaLC,gbaMC_IE,gbaMC_IF,gbaMC_IC,gbaHC_IE,gbaHC_IF,gbaHC_IC,phage
GCF_003204435.1_ASM320443v1,Pseudomonas aeruginosa,LIM1256,SAMN08278668 ,PRJNA420810,Proteobacteria,Gammaproteobacteria,GCA_003204435.1 ,6.66857,66.2,-,QJPD01,532,6702,6312,2018/06/10,2019/08/12,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/204/435/GCA_003204435.1_ASM320443v1,1,39,1,0,0,1,10,['IIIU'],"[['cas3a_TypeI (1194,3113,-)'], ['cas3_TypeI (15559,17229,-)'], ['cas3_TypeI (18957,22409,+)'], ['cas3_TypeI (12402,16748,-)'], ['cas3_TypeI (24085,25425,+)'], ['cas3_TypeI (8725,10074,-)'], ['csx3_TypeIIIU (52561,53439,+)'], ['cas3_TypeI (7046,8617,-)'], ['cas2_TypeI-II-III (5357,5647,-)', 'cas4_TypeI-II (6701,7333,-)', 'cas5c_TypeIC (10008,10682,-)', 'cas8c_TypeIC (8218,10011,-)', 'cas7c_TypeIC (7352,8221,-)', 'cas3_TypeI (10733,12967,-)'], ['cas5c_TypeIC (10008,10682,-)', 'cas8c_TypeIC (8218,10011,-)', 'cas7c_TypeIC (7352,8221,-)', 'cas1_TypeIC (5657,6697,-)'], ['cas3_TypeI (31651,33027,-)']]",0,0,[],0,0,0,0,0,1,0,0,0,[]
GCF_003204485.1_ASM320448v1,Pseudomonas aeruginosa,LIM1595,SAMN08278670 ,PRJNA420810,Proteobacteria,Gammaproteobacteria,GCA_003204485.1 ,6.77685,66.1,-,QJPF01,741,6750,6422,2018/06/10,2019/08/12,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/204/485/GCA_003204485.1_ASM320448v1,1,39,1,0,0,1,10,['IIIU'],"[['cas3_TypeI (11689,13065,-)'], ['cas3a_TypeI (19776,21695,-)'], ['cas7c_TypeIC (23108,23977,-)', 'cas8c_TypeIC (23974,25767,-)', 'cas3_TypeI (26489,28723,-)', 'cas5c_TypeIC (25764,26438,-)', 'cas4_TypeI-II (22457,23089,-)', 'cas2_TypeI-II-III (21113,21403,-)'], ['cas7c_TypeIC (23108,23977,-)', 'cas8c_TypeIC (23974,25767,-)', 'cas5c_TypeIC (25764,26438,-)', 'cas1_TypeIC (21413,22453,-)'], ['cas3_TypeI (6417,8087,-)'], ['cas3_TypeI (5044,8496,-)'], ['cas3_TypeI (12689,17035,-)'], ['cas3_TypeI (24196,25536,+)'], ['cas3_TypeI (13045,14394,-)'], ['csx3_TypeIIIU (33571,34449,+)'], ['cas3_TypeI (16946,18166,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003204515.1_ASM320451v1,Pseudomonas aeruginosa,LIM1209,SAMN08278671 ,PRJNA420810,Proteobacteria,Gammaproteobacteria,GCA_003204515.1 ,6.76007,66.1,-,QJPG01,271,6620,6345,2018/06/10,2019/08/12,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/204/515/GCA_003204515.1_ASM320451v1,1,39,1,0,0,1,6,['IIIU'],"[['cas3_TypeI (45306,46976,-)'], ['cas3_TypeI (3470,4810,-)'], ['cas3_TypeI (61677,63248,-)'], ['cas3_TypeI (21699,23048,-)'], ['csx3_TypeIIIU (24842,25720,-)'], ['cas4_TypeI-II (13963,14595,+)', 'cas8c_TypeIC (11285,13078,+)', 'cas7c_TypeIC (13075,13944,+)', 'cas3_TypeI (8329,10563,+)', 'cas5c_TypeIC (10614,11288,+)', 'cas2_TypeI-II-III (15649,15939,+)'], ['cas1_TypeIC (14599,15639,+)', 'cas8c_TypeIC (11285,13078,+)', 'cas5c_TypeIC (10614,11288,+)', 'cas7c_TypeIC (13075,13944,+)']]",0,0,[],0,0,0,0,0,1,0,0,0,[]
GCF_003204975.1_ASM320497v1,Pseudomonas aeruginosa,LIM1547,SAMN08278669 ,PRJNA420810,Proteobacteria,Gammaproteobacteria,GCA_003204975.1 ,6.746,66.1,-,QJPE01,1210,7103,6466,2018/06/10,2019/08/12,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/204/975/GCA_003204975.1_ASM320497v1,1,39,2,1,0,1,9,['IIIU'],"[['cas3_TypeI (4135,5511,-)'], ['cas7c_TypeIC (12829,13698,+)', 'cas3_TypeI (8083,10317,+)', 'cas2_TypeI-II-III (15403,15693,+)', 'cas5c_TypeIC (10368,11042,+)', 'cas4_TypeI-II (13717,14349,+)', 'cas8c_TypeIC (11039,12832,+)'], ['cas5c_TypeIC (10368,11042,+)', 'cas7c_TypeIC (12829,13698,+)', 'cas1_TypeIC (14353,15393,+)', 'cas8c_TypeIC (11039,12832,+)'], ['cas3a_TypeI (1194,3113,-)'], ['csx3_TypeIIIU (8902,9780,-)'], ['cas3_TypeI (15568,17238,-)'], ['cse2_TypeIE (31,402,+)'], ['cas3_TypeI (278,2359,+)'], ['cas3_TypeI (6881,8221,-)'], ['cas3_TypeI (859,2430,+)'], ['cas3_TypeI (532,1881,-)']]",0,0,[],0,0,0,0,0,1,0,0,0,[]
GCF_003206535.1_ASM320653v1,Pseudomonas aeruginosa,K34-7,SAMN08954392 ,PRJNA450903,Proteobacteria,Gammaproteobacteria,GCA_003206535.1 ,7.04245,65.8774,chromosome:NZ_CP029707.1/CP029707.1; plasmid pK34-7-1:NZ_CP029708.1/CP029708.1,-,2,6785,6614,2018/06/11,2018/06/16,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/206/535/GCA_003206535.1_ASM320653v1,3,65,1,0,1,0,0,[],"[['csy2_TypeIF (1658169,1659152,-)', 'csy1_TypeIF (1659139,1660443,-)', 'cas6_TypeIF (1656563,1657126,-)', 'cas1_TypeIF (1663728,1664702,-)', 'cas3-cas2_TypeIF (1660501,1663731,-)', 'csy3_TypeIF (1657130,1658158,-)']]",1,1,"['AcrIE1', 'AcrIF12']",2,0,0,0,0,0,0,0,0,[]
GCF_003260415.1_ASM326041v1,Pseudomonas aeruginosa,AR_0447,SAMN07291540 ,PRJNA316321,Proteobacteria,Gammaproteobacteria,GCA_003260415.1 ,7.17879,65.9,-,QHCK01,2,6928,6683,2018/06/22,2019/08/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/260/415/GCA_003260415.1_ASM326041v1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003267915.1_ASM326791v1,Pseudomonas aeruginosa,PA130788,SAMN04451931 ,PRJNA310413,Proteobacteria,Gammaproteobacteria,GCA_003267915.1 ,7.02794,65.6,-,LSFH01,470,6841,6612,2018/06/26,2019/08/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/267/915/GCA_003267915.1_ASM326791v1,2,44,2,0,2,0,1,['U'],"[['csy1_TypeIF (187343,188647,+)', 'cas3-cas2_TypeIF (184055,187285,+)', 'csy3_TypeIF (189628,190656,+)', 'cas6_TypeIF (190660,191223,+)', 'cas1_TypeIF (183084,184058,+)', 'csy2_TypeIF (188634,189617,+)'], ['cas1_TypeIF (61441,62310,+)', 'cas6_TypeIF (57975,58529,+)'], ['csf2_TypeU (56887,57987,+)']]",1,1,['AcrIE4-IF7'],1,1,4,0,0,0,0,0,0,"['Lu11_NC_017972-gi|YP_006382544.1||6.30e-05', 'vB_PaeP_Tr60_Ab31_NC_023575-gi|YP_009007133.1||1.04e-46', 'vB_PaeP_Tr60_Ab31_NC_023575-gi|YP_009007134.1||5.85e-44']"
GCF_003288335.1_ASM328833v1,Pseudomonas aeruginosa,AR_460,SAMN07291553 ,PRJNA316321,Proteobacteria,Gammaproteobacteria,GCA_003288335.1 ,6.30387,66.6,chromosome:NZ_CP030351.1/CP030351.1,-,1,5933,5685,2018/07/05,2018/07/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/288/335/GCA_003288335.1_ASM328833v1,3,25,1,0,1,0,0,[],"[['csy3_TypeIF (1169569,1170597,-)', 'cas3-cas2_TypeIF (1172940,1176170,-)', 'cas6_TypeIF (1169002,1169565,-)', 'csy1_TypeIF (1171578,1172882,-)', 'cas1_TypeIF (1176167,1177138,-)', 'csy2_TypeIF (1170608,1171591,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003288355.1_ASM328835v1,Pseudomonas aeruginosa,AR_455,SAMN07291548 ,PRJNA316321,Proteobacteria,Gammaproteobacteria,GCA_003288355.1 ,6.541,65.9,chromosome:NZ_CP030328.1/CP030328.1,-,1,6344,6132,2018/07/05,2018/07/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/288/355/GCA_003288355.1_ASM328835v1,0,0,0,0,0,0,0,[],[],0,1,['AcrIF3'],1,2,0,0,0,0,0,0,0,[]
GCF_003288435.1_ASM328843v1,Pseudomonas aeruginosa,AR_458,SAMN07291551 ,PRJNA316321,Proteobacteria,Gammaproteobacteria,GCA_003288435.1 ,6.6851,66.2,chromosome:NZ_CP030327.1/CP030327.1,-,1,6367,6165,2018/07/05,2018/07/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/288/435/GCA_003288435.1_ASM328843v1,3,56,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003312935.1_ASM331293v1,Pseudomonas aeruginosa,DLL7525,SAMN08374130 ,PRJNA430462,Proteobacteria,Gammaproteobacteria,GCA_003312935.1 ,6.36232,66.1,-,PPSO01,104,6214,5998,2018/07/11,2019/11/02,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/312/935/GCA_003312935.1_ASM331293v1,0,0,0,0,0,0,1,[],"[['cas3_TypeI (12667,17013,-)']]",1,2,"['AcrIE1', 'AcrIF3', 'AcrIF12']",3,4,0,0,0,0,0,0,0,[]
GCF_003319235.1_ASM331923v1,Pseudomonas aeruginosa,HS9,SAMN08102919 ,PRJNA419995,Proteobacteria,Gammaproteobacteria,GCA_003319235.1 ,6.87699,66.2,chromosome:NZ_CP030861.1/CP030861.1,-,1,6614,6337,2018/07/15,2018/07/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/319/235/GCA_003319235.1_ASM331923v1,0,0,0,0,0,0,0,[],[],1,1,"['AcrIE1', 'AcrIF12']",2,0,0,0,0,0,0,0,0,[]
GCF_003321505.1_ASM332150v1,Pseudomonas aeruginosa,GER_MD14_1510_Pae_083,SAMN08519298 ,PRJNA433857,Proteobacteria,Gammaproteobacteria,GCA_003321505.1 ,6.58349,66.4,-,PUQE01,82,6266,6111,2018/07/15,2019/11/02,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/321/505/GCA_003321505.1_ASM332150v1,4,71,2,0,1,1,1,['IIIU'],"[['csy1_TypeIF (40517,41818,-)', 'cas6_TypeIF (37941,38504,-)', 'cas1_TypeIF (45456,46430,-)', 'csy3_TypeIF (38508,39536,-)', 'cas3-cas2_TypeIF (42229,45459,-)', 'csy2_TypeIF (39547,40530,-)'], ['csx3_TypeIIIU (24112,24990,-)'], ['cas8c_TypeIC (138125,139888,+)', 'cas1_TypeIC (141424,142464,+)', 'cas7c_TypeIC (139900,140769,+)', 'cas4_TypeI-II (140788,141420,+)', 'cas2_TypeI-II-III (142474,142764,+)', 'cas5c_TypeIC (137454,138128,+)', 'cas3a_TypeI (135169,137403,+)']]",0,0,[],0,0,4,0,0,0,0,0,0,[]
GCF_003324255.1_ASM332425v1,Pseudomonas aeruginosa,AR_0459,SAMN07291552 ,PRJNA316321,Proteobacteria,Gammaproteobacteria,GCA_003324255.1 ,6.75271,66.2,-,QMGQ01,1,6519,6330,2018/07/16,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/324/255/GCA_003324255.1_ASM332425v1,0,0,0,0,0,0,0,[],[],3,3,"['AcrIE1', 'AcrIE3', 'AcrIF4', 'AcrIF4', 'AcrIE3', 'AcrIF12']",6,6,0,0,0,0,0,0,0,[]
GCF_003324275.1_ASM332427v1,Pseudomonas aeruginosa,AR_0457,SAMN07291550 ,PRJNA316321,Proteobacteria,Gammaproteobacteria,GCA_003324275.1 ,7.38125,65.6,-,QMGP01,2,7155,6781,2018/07/16,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/324/275/GCA_003324275.1_ASM332427v1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003324295.1_ASM332429v1,Pseudomonas aeruginosa,AR_0456,SAMN07291549 ,PRJNA316321,Proteobacteria,Gammaproteobacteria,GCA_003324295.1 ,7.0793,65.9,-,QMGO01,1,6892,6666,2018/07/16,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/324/295/GCA_003324295.1_ASM332429v1,0,0,0,0,0,0,0,[],[],0,2,"['AcrIF1', 'AcrIF1']",2,2,0,0,0,0,0,0,0,[]
GCF_003324385.1_ASM332438v1,Pseudomonas aeruginosa,AR_0449,SAMN07291542 ,PRJNA316321,Proteobacteria,Gammaproteobacteria,GCA_003324385.1 ,6.79224,66,-,QMGL01,6,6636,6218,2018/07/16,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/324/385/GCA_003324385.1_ASM332438v1,1,10,0,0,0,0,0,[],[],1,1,"['AcrIF4', 'AcrIE3']",2,2,0,0,0,0,0,0,0,[]
GCF_003324405.1_ASM332440v1,Pseudomonas aeruginosa,AR_0241,SAMN04901631 ,PRJNA316321,Proteobacteria,Gammaproteobacteria,GCA_003324405.1 ,7.2265,65.6,-,QMGI01,2,7008,6764,2018/07/16,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/324/405/GCA_003324405.1_ASM332440v1,0,0,0,0,0,0,1,['U'],"[['csf2_TypeU (130570,131613,+)', 'csf1_TypeU (129779,130570,+)', 'csf3_TypeU (131620,132270,+)', 'csf4_TypeU (126798,128972,-)']]",1,1,['AcrIE4-IF7'],1,2,0,0,0,0,0,0,0,[]
GCF_003324465.1_ASM332446v1,Pseudomonas aeruginosa,AR_0352,SAMN07291495 ,PRJNA316321,Proteobacteria,Gammaproteobacteria,GCA_003324465.1 ,6.4185,66.4,-,QMGJ01,1,6071,5917,2018/07/16,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/324/465/GCA_003324465.1_ASM332446v1,1,14,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003324555.1_ASM332455v1,Pseudomonas aeruginosa,TUEPA7472,SAMN09389195 ,PRJNA475453,Proteobacteria,Gammaproteobacteria,GCA_003324555.1 ,6.80682,66.2,-,QOLE01,18,6585,6415,2018/07/16,2019/03/21,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/324/555/GCA_003324555.1_ASM332455v1,1,9,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003325515.1_ASM332551v1,Pseudomonas aeruginosa,G1-402,SAMN08383998 ,PRJNA431093,Proteobacteria,Gammaproteobacteria,GCA_003325515.1 ,7.02881,65.9,-,QORD01,408,6969,6717,2018/07/17,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/325/515/GCA_003325515.1_ASM332551v1,2,33,1,0,1,0,7,"['IIIU', 'U']","[['csx3_TypeIIIU (4922,5800,+)'], ['cas3_TypeI (16024,17373,+)'], ['cas1_TypeIF (7475,8449,-)', 'csy2_TypeIF (1916,2899,-)', 'cas3-cas2_TypeIF (4248,7478,-)', 'csy1_TypeIF (2886,4190,-)', 'csy3_TypeIF (877,1905,-)', 'cas6_TypeIF (310,873,-)'], ['cas3_TypeI (10260,11831,+)'], ['cas3_TypeI (14774,16702,-)'], ['cas3_TypeI (34079,35419,-)'], ['cas3a_TypeI (9093,11015,+)'], ['csf3_TypeU (87198,87848,+)', 'csf2_TypeU (86148,87191,+)', 'csf4_TypeU (82376,84121,-)', 'csf1_TypeU (85357,86148,+)']]",0,1,['AcrIF1'],1,2,0,0,0,0,0,0,0,[]
GCF_003325535.1_ASM332553v1,Pseudomonas aeruginosa,D2-463,SAMN08384000 ,PRJNA431093,Proteobacteria,Gammaproteobacteria,GCA_003325535.1 ,6.90599,65.9,-,QORB01,417,6742,6508,2018/07/17,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/325/535/GCA_003325535.1_ASM332553v1,0,0,0,0,0,0,7,['IIIU'],"[['cas3_TypeI (12626,16972,-)'], ['cas3a_TypeI (19106,21025,+)'], ['cas3a_TypeI (2249,4168,+)'], ['cas5_TypeI (23139,23945,-)'], ['csx3_TypeIIIU (18212,19090,-)'], ['cas3_TypeI (31569,32945,-)'], ['cas3_TypeI (10527,11867,+)']]",1,1,"['AcrIE1', 'AcrIF12']",2,2,0,0,0,0,0,0,0,[]
GCF_003325585.1_ASM332558v1,Pseudomonas aeruginosa,H2-9me,SAMN08391251 ,PRJNA431093,Proteobacteria,Gammaproteobacteria,GCA_003325585.1 ,6.95478,66,-,QOQY01,410,6815,6594,2018/07/17,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/325/585/GCA_003325585.1_ASM332558v1,0,0,0,0,0,0,3,[],"[['cas3_TypeI (19351,23697,+)'], ['cas3_TypeI (16187,17527,-)'], ['cas3a_TypeI (18517,20436,-)']]",1,0,['AcrIE3'],1,2,0,0,0,0,0,0,0,[]
GCF_003325625.1_ASM332562v1,Pseudomonas aeruginosa,F2-1206,SAMN08384001 ,PRJNA431093,Proteobacteria,Gammaproteobacteria,GCA_003325625.1 ,7.04789,65.6,-,QORA01,403,6951,6685,2018/07/17,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/325/625/GCA_003325625.1_ASM332562v1,1,4,0,0,0,0,6,['IIIU'],"[['cas3_TypeI (41891,43240,-)'], ['cas3_TypeI (12658,17004,-)'], ['cas3_TypeI (20072,21742,-)'], ['csx3_TypeIIIU (27500,28378,-)'], ['cas3_TypeI (10258,11829,+)'], ['cas3a_TypeI (1816,3705,-)']]",1,1,"['AcrIE1', 'AcrIF12']",2,3,0,0,0,0,0,0,0,[]
GCF_003325715.1_ASM332571v1,Pseudomonas aeruginosa,I1-408,SAMN08383999 ,PRJNA431093,Proteobacteria,Gammaproteobacteria,GCA_003325715.1 ,7.00241,65.9,-,QORC01,435,6992,6725,2018/07/17,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/325/715/GCA_003325715.1_ASM332571v1,3,35,1,0,1,0,4,['U'],"[['cas3a_TypeI (76180,78102,-)'], ['cas3_TypeI (14774,16702,-)'], ['csf4_TypeU (4116,6290,+)', 'csf1_TypeU (2518,3309,-)', 'csf2_TypeU (1475,2518,-)', 'csf3_TypeU (818,1468,-)'], ['cas3_TypeI (28916,30586,+)'], ['csy2_TypeIF (5952,6935,+)', 'cas1_TypeIF (402,1376,+)', 'cas3-cas2_TypeIF (1373,4603,+)', 'cas6_TypeIF (7978,8541,+)', 'csy3_TypeIF (6946,7974,+)', 'csy1_TypeIF (4661,5965,+)']]",0,1,['AcrIF1'],1,2,0,0,9,0,0,0,0,"['Lu11_NC_017972-gi|YP_006382544.1||6.30e-05', 'JBD69_NC_030908-gi|YP_009273662.1||7.41e-54', 'JBD69_NC_030908-gi|YP_009273661.1||1.66e-53', 'JBD69_NC_030908-gi|YP_009273660.1||1.98e-111']"
GCF_003332375.1_ASM333237v1,Pseudomonas aeruginosa,PA66,SAMN08435072 ,PRJNA431326,Proteobacteria,Gammaproteobacteria,GCA_003332375.1 ,6.33718,66.5,-,QDGE01,92,6109,5908,2018/07/20,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/332/375/GCA_003332375.1_ASM333237v1,2,25,1,1,0,0,2,['IIIU'],"[['csx3_TypeIIIU (35022,35900,+)'], ['cas2_TypeIE (17671,17970,+)', 'cse1_TypeIE (12260,13828,+)', 'cas6_TypeIE (16146,16757,+)', 'cas1_TypeIE (16802,17674,+)', 'cas5_TypeIE (15509,16171,+)', 'cas7_TypeIE (14365,15507,+)', 'cse2_TypeIE (13825,14355,+)'], ['cas2_TypeIE (17671,17970,+)', 'cse1_TypeIE (12260,13828,+)', 'cas6_TypeIE (16146,16757,+)', 'cas3_TypeI (9585,11528,+)', 'cas5_TypeIE (15509,16171,+)', 'cas7_TypeIE (14365,15507,+)', 'cse2_TypeIE (13825,14355,+)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003332385.1_ASM333238v1,Pseudomonas aeruginosa,PA64,SAMN08435071 ,PRJNA431326,Proteobacteria,Gammaproteobacteria,GCA_003332385.1 ,6.26415,66.6,-,QDGF01,85,5979,5792,2018/07/20,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/332/385/GCA_003332385.1_ASM333238v1,0,0,0,0,0,0,1,['IIIU'],"[['csx3_TypeIIIU (30528,31406,+)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003332415.1_ASM333241v1,Pseudomonas aeruginosa,PA59,SAMN08435070 ,PRJNA431326,Proteobacteria,Gammaproteobacteria,GCA_003332415.1 ,6.28963,66.5,-,QDGG01,76,6040,5867,2018/07/20,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/332/415/GCA_003332415.1_ASM333241v1,2,24,1,1,0,0,0,[],"[['cas1_TypeIE (16878,17750,+)', 'cas2_TypeIE (17747,18046,+)', 'cse2_TypeIE (13901,14431,+)', 'cse1_TypeIE (12336,13904,+)', 'cas7_TypeIE (14441,15583,+)', 'cas6_TypeIE (16222,16833,+)', 'cas3_TypeI (9661,11604,+)', 'cas5_TypeIE (15585,16247,+)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003332425.1_ASM333242v1,Pseudomonas aeruginosa,PA55,SAMN08435068 ,PRJNA431326,Proteobacteria,Gammaproteobacteria,GCA_003332425.1 ,6.23543,66.6,-,QDGH01,76,5938,5794,2018/07/20,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/332/425/GCA_003332425.1_ASM333242v1,0,0,0,0,0,0,2,['IIIU'],"[['csx3_TypeIIIU (24172,25050,-)'], ['cas3_TypeI (20841,22181,+)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003332455.1_ASM333245v1,Pseudomonas aeruginosa,PA175,SAMN08435067 ,PRJNA431326,Proteobacteria,Gammaproteobacteria,GCA_003332455.1 ,6.75737,66.2,-,QDGI01,60,6498,6307,2018/07/20,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/332/455/GCA_003332455.1_ASM333245v1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003332475.1_ASM333247v1,Pseudomonas aeruginosa,PA92,SAMN08435074 ,PRJNA431326,Proteobacteria,Gammaproteobacteria,GCA_003332475.1 ,6.14429,66.6,-,QDGC01,79,5859,5687,2018/07/20,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/332/475/GCA_003332475.1_ASM333247v1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003332485.1_ASM333248v1,Pseudomonas aeruginosa,PA86,SAMN08435073 ,PRJNA431326,Proteobacteria,Gammaproteobacteria,GCA_003332485.1 ,6.17077,66.5,-,QDGD01,75,5953,5778,2018/07/20,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/332/485/GCA_003332485.1_ASM333248v1,2,25,1,1,0,0,1,['IIIU'],"[['cas5_TypeIE (185064,185726,-)', 'cse1_TypeIE (187407,188975,-)', 'cas1_TypeIE (183561,184433,-)', 'cas2_TypeIE (183265,183564,-)', 'cas3_TypeI (189707,191650,-)', 'cas7_TypeIE (185728,186870,-)', 'cse2_TypeIE (186880,187410,-)', 'cas6_TypeIE (184478,185089,-)'], ['csx3_TypeIIIU (30019,30897,+)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_003332525.1_ASM333252v1,Pseudomonas aeruginosa,PA57,SAMN08435069 ,PRJNA431326,Proteobacteria,Gammaproteobacteria,GCA_003332525.1 ,6.33266,66.5,-,QDGS01,70,6036,5844,2018/07/20,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/332/525/GCA_003332525.1_ASM333252v1,5,63,1,0,1,0,0,[],"[['cas1_TypeIF (45753,46727,-)', 'cas3-cas2_TypeIF (42526,45756,-)', 'csy3_TypeIF (39155,40183,-)', 'cas6_TypeIF (38588,39151,-)', 'csy1_TypeIF (41164,42468,-)', 'csy2_TypeIF (40194,41177,-)']]",0,0,[],0,0,5,0,0,0,0,0,0,[]
GCF_003332535.1_ASM333253v1,Pseudomonas aeruginosa,PA100,SAMN08435075 ,PRJNA431326,Proteobacteria,Gammaproteobacteria,GCA_003332535.1 ,6.30914,66.5,-,QDGV01,78,6010,5849,2018/07/20,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/332/535/GCA_003332535.1_ASM333253v1,5,53,2,1,1,0,0,[],"[['cas1_TypeIE (14451,15323,+)', 'cas7_TypeIE (12014,13156,+)', 'cas6_TypeIE (13795,14406,+)', 'cse2_TypeIE (11474,12004,+)', 'cse1_TypeIE (9909,11477,+)', 'cas3_TypeI (7234,9906,+)', 'cas5_TypeIE (13158,13820,+)', 'cas2_TypeIE (15320,15619,+)'], ['cas6_TypeIF (38201,38764,-)', 'cas3-cas2_TypeIF (42489,45719,-)', 'csy1_TypeIF (40777,42078,-)', 'csy2_TypeIF (39807,40790,-)', 'csy3_TypeIF (38768,39796,-)', 'cas1_TypeIF (45716,46690,-)']]",0,0,[],0,0,0,1,0,0,0,0,0,[]
GCF_003332565.1_ASM333256v1,Pseudomonas aeruginosa,PA171,SAMN08435066 ,PRJNA431326,Proteobacteria,Gammaproteobacteria,GCA_003332565.1 ,6.33904,66.5,-,QDGJ01,58,6079,5932,2018/07/20,2019/08/17,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/332/565/GCA_003332565.1_ASM333256v1,3,47,1,0,1,0,0,[],"[['csy1_TypeIF (41000,42304,-)', 'csy3_TypeIF (38991,40019,-)', 'csy2_TypeIF (40030,41013,-)', 'cas6_TypeIF (38424,38987,-)', 'cas1_TypeIF (45589,46563,-)', 'cas3-cas2_TypeIF (42362,45592,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
